SNo,Pair,Date,Session,Day,Direction,Entry_Price,SL_Price,TP_Price,Exit_Price,SL_Pips,Lot_Size,Account_Balance,Risk_Amount,RR,PnL,TP_Hit,Result,Trade_Duration
2960,EURUSD,2022-07-27,London,Wednesday,Sell,1.10902,1.11013,1.10624,1.1101,11.1,1.32,96457.89,146.52,0.95,-139.43,SL Hit,Loss,48m
2961,EURUSD,2022-07-27,London,Wednesday,Sell,1.09981,1.10121,1.09631,1.10118,14.0,1.32,96321.69,184.8,0.98,-136.2,SL Hit,Loss,18m
2962,EURGBP,2022-07-27,New York,Wednesday,Buy,0.88503,0.88341,0.88908,0.88343,16.2,1.32,96154.99,277.99,0.92,-166.7,SL Hit,Loss,18m
2963,GBPUSD,2022-07-27,New York,Wednesday,Buy,1.28278,1.28172,1.28543,1.28172,10.6,1.46,96005.07,154.76,0.97,-149.92,SL Hit,Loss,45m
2964,XAUUSD,2022-07-27,New York,Wednesday,Buy,1889.84,1889.7,1890.19,1889.7,14.1,1.32,95862.61,186.12,0.97,-142.46,SL Hit,Loss,22m
2965,USDCAD,2022-07-27,London,Wednesday,Buy,1.21551,1.2149,1.21727,1.21723,6.1,3.56,96344.72,167.21,2.88,482.11,TP1 (1:3),Win,3h 22m
2966,GBPUSD,2022-07-29,New York,Friday,Sell,1.23013,1.23106,1.22727,1.22732,9.3,1.43,96753.16,132.99,3.08,408.44,TP1 (1:3),Win,2h 15m
2967,GBPUSD,2022-07-29,London,Friday,Sell,1.22378,1.22447,1.22165,1.22167,6.9,2.19,97219.7,151.11,3.09,466.54,TP1 (1:3),Win,2h 15m
2968,EURGBP,2022-07-29,London,Friday,Sell,0.86349,0.86509,0.85949,0.86507,16.0,1.32,97093.69,274.56,0.92,-126.01,SL Hit,Loss,35m
2969,USDCAD,2022-07-29,London,Friday,Sell,1.27141,1.27287,1.26725,1.26727,14.6,1.36,97528.46,152.89,2.85,434.77,TP1 (1:3),Win,2h 30m
2970,GBPUSD,2022-07-29,London,Friday,Buy,1.23239,1.23144,1.23524,1.23239,9.5,1.82,97528.46,173.12,0.0,0.0,BE,,3h 0m
2971,XAUUSD,2022-07-29,New York,Friday,Buy,2009.14,2008.98,2009.53,2008.98,15.6,1.32,97373.87,205.92,0.92,-154.59,SL Hit,Loss,40m
2972,EURUSD,2022-07-29,London,Friday,Sell,1.07105,1.07253,1.06735,1.0725,14.8,1.32,97232.57,195.36,0.94,-141.3,SL Hit,Loss,35m
2973,EURGBP,2022-07-29,London,Friday,Sell,0.84897,0.85022,0.84522,0.84897,12.5,1.32,97232.57,164.43,0.0,0.0,BE,,3h 0m
2974,EURUSD,2022-07-29,London,Friday,Sell,1.04594,1.0465,1.04426,1.04594,5.6,2.33,97232.57,130.31,0.0,0.0,BE,,1h 10m
2975,XAUUSD,2022-07-29,London,Friday,Sell,1829.22,1829.37,1828.85,1829.37,14.8,1.32,97086.15,195.36,0.99,-146.42,SL Hit,Loss,1h 22m
2976,EURGBP,2022-08-01,London,Monday,Buy,0.83817,0.83749,0.83987,0.83751,6.8,1.64,96952.57,144.98,0.92,-133.58,SL Hit,Loss,1h 5m
2977,GBPUSD,2022-08-01,New York,Monday,Sell,1.28914,1.29071,1.28427,1.28432,15.7,1.32,97334.62,207.24,3.1,382.05,TP1 (1:3),Win,1h 55m
2978,EURGBP,2022-08-01,London,Monday,Sell,0.85607,0.85734,0.85289,0.85734,12.7,1.32,97171.11,217.93,0.98,-163.51,SL Hit,Loss,55m
2979,EURGBP,2022-08-01,London,Monday,Sell,0.88665,0.8875,0.88415,0.88416,8.5,1.48,97651.96,163.54,2.94,480.85,TP1 (1:3),Win,5h 30m
2980,GBPUSD,2022-08-01,New York,Monday,Sell,1.23711,1.23804,1.23429,1.23433,9.3,1.45,98060.29,134.85,3.03,408.33,TP1 (1:3),Win,2h 15m
2981,XAUUSD,2022-08-01,London,Monday,Sell,1846.12,1846.18,1845.95,1846.12,5.7,2.28,98060.29,130.11,0.0,0.0,BE,,1h 10m
2982,GBPUSD,2022-08-01,New York,Monday,Buy,1.24829,1.24721,1.25099,1.24723,10.8,1.32,97935.33,142.56,0.97,-124.96,SL Hit,Loss,18m
2983,USDCAD,2022-08-01,New York,Monday,Sell,1.33414,1.33503,1.33192,1.33501,8.9,2.06,97805.14,141.17,0.92,-130.19,SL Hit,Loss,18m
2984,EURGBP,2022-08-01,London,Monday,Sell,0.87851,0.87903,0.87721,0.87902,5.2,2.54,97638.71,171.7,0.97,-166.43,SL Hit,Loss,12m
2985,EURGBP,2022-08-01,New York,Monday,Buy,0.8405,0.83908,0.84405,0.83909,14.2,1.32,97503.36,243.67,0.94,-135.35,SL Hit,Loss,35m
2986,EURGBP,2022-08-02,New York,Tuesday,Buy,0.87436,0.87367,0.87609,0.87368,6.9,1.54,97373.64,138.14,0.94,-129.72,SL Hit,Loss,1h 22m
2987,XAUUSD,2022-08-02,New York,Tuesday,Sell,1993.5,1993.59,1993.23,1993.23,8.6,1.94,97887.86,166.84,3.09,514.22,TP1 (1:3),Win,8h 5m
2988,GBPUSD,2022-08-02,New York,Tuesday,Sell,1.29459,1.29576,1.29166,1.29575,11.7,1.39,97735.52,162.63,0.94,-152.34,SL Hit,Loss,1h 22m
2989,USDCAD,2022-08-02,New York,Tuesday,Sell,1.2607,1.26179,1.25711,1.25712,10.9,1.55,98164.77,130.09,3.29,429.25,TP1 (1:3),Win,2h 15m
2990,XAUUSD,2022-08-02,New York,Tuesday,Buy,1921.35,1921.26,1921.56,1921.26,8.6,1.53,98035.89,131.58,0.98,-128.88,SL Hit,Loss,18m
2991,USDCAD,2022-08-02,New York,Tuesday,Buy,1.30526,1.30432,1.30807,1.30807,9.4,2.0,98468.1,144.76,2.99,432.21,TP1 (1:3),Win,6h 10m
2992,EURUSD,2022-08-02,London,Tuesday,Sell,1.11968,1.1204,1.11788,1.12039,7.2,2.07,98324.99,149.04,0.96,-143.11,SL Hit,Loss,22m
2993,USDCAD,2022-08-02,New York,Tuesday,Buy,1.23013,1.22861,1.23393,1.22864,15.2,1.39,98165.17,162.69,0.98,-159.82,SL Hit,Loss,35m
2994,USDCAD,2022-08-02,London,Tuesday,Sell,1.30682,1.3075,1.30512,1.3075,6.8,3.15,98003.36,164.93,0.98,-161.81,SL Hit,Loss,1h 5m
2995,XAUUSD,2022-08-02,London,Tuesday,Sell,1905.16,1905.22,1905.0,1905.0,5.5,2.69,98435.91,147.95,2.92,432.55,TP1 (1:3),Win,7h 5m
2996,XAUUSD,2022-08-03,New York,Wednesday,Sell,1814.05,1814.11,1813.85,1813.85,6.3,1.87,98813.44,117.81,3.2,377.53,TP1 (1:3),Win,7h 5m
2997,EURUSD,2022-08-03,London,Wednesday,Buy,1.09794,1.09638,1.10184,1.0964,15.6,1.32,98689.41,205.92,0.94,-124.03,SL Hit,Loss,27m
2998,EURUSD,2022-08-03,London,Wednesday,Sell,1.05428,1.05485,1.05247,1.0525,5.7,2.7,99177.38,153.9,3.17,487.97,TP1 (1:3),Win,8h 5m
2999,USDCAD,2022-08-03,London,Wednesday,Sell,1.20034,1.20191,1.19566,1.19567,15.7,1.32,99579.84,159.57,2.98,402.46,TP1 (1:3),Win,5h 30m
3000,GBPUSD,2022-08-03,London,Wednesday,Sell,1.2742,1.2753,1.2709,1.2742,11.0,1.57,99579.84,172.45,0.0,0.0,BE,,2h 5m
3001,EURUSD,2022-08-03,New York,Wednesday,Sell,1.11283,1.11385,1.11028,1.11382,10.2,1.32,99452.6,134.64,0.95,-127.24,SL Hit,Loss,12m
3002,GBPUSD,2022-08-03,New York,Wednesday,Sell,1.2337,1.23465,1.23133,1.23463,9.5,1.4,99328.62,133.0,0.93,-123.98,SL Hit,Loss,1h 22m
3003,XAUUSD,2022-08-03,New York,Wednesday,Sell,1961.67,1961.8,1961.34,1961.8,13.2,1.32,99167.15,174.24,0.95,-161.47,SL Hit,Loss,55m
3004,USDCAD,2022-08-04,New York,Thursday,Buy,1.25151,1.25078,1.25333,1.2508,7.3,2.64,99023.2,148.39,0.97,-143.95,SL Hit,Loss,45m
3005,EURUSD,2022-08-04,New York,Thursday,Buy,1.04705,1.04539,1.05236,1.05235,16.6,1.32,99467.33,219.12,3.2,444.13,TP1 (1:3),Win,5h 30m
3006,GBPUSD,2022-08-04,London,Thursday,Sell,1.27625,1.27762,1.27283,1.2776,13.7,1.32,99344.14,180.84,0.96,-123.19,SL Hit,Loss,35m
3007,GBPUSD,2022-08-04,New York,Thursday,Sell,1.29205,1.29342,1.28862,1.2934,13.7,1.32,99216.97,180.84,0.98,-127.17,SL Hit,Loss,1h 22m
3008,USDCAD,2022-08-04,London,Thursday,Buy,1.20482,1.20377,1.20797,1.20482,10.5,2.12,99216.97,171.76,0.0,0.0,BE,,1h 30m
3009,GBPUSD,2022-08-04,London,Thursday,Buy,1.26451,1.26382,1.26623,1.26383,6.9,2.22,99068.26,153.18,0.97,-148.71,SL Hit,Loss,32m
3010,XAUUSD,2022-08-04,London,Thursday,Buy,2051.12,2051.02,2051.44,2051.44,10.3,1.59,99579.69,163.77,3.12,511.43,TP1 (1:3),Win,7h 5m
3011,USDCAD,2022-08-04,New York,Thursday,Buy,1.23119,1.23041,1.23314,1.23043,7.8,2.69,99426.08,161.56,0.95,-153.61,SL Hit,Loss,27m
3012,GBPUSD,2022-08-04,New York,Thursday,Sell,1.29353,1.29396,1.29246,1.29395,4.3,3.68,99280.37,158.24,0.92,-145.71,SL Hit,Loss,45m
3013,EURGBP,2022-08-04,New York,Thursday,Sell,0.8514,0.85217,0.84948,0.85215,7.7,1.82,99114.8,182.18,0.91,-165.57,SL Hit,Loss,12m
3014,USDCAD,2022-08-05,New York,Friday,Sell,1.23526,1.23627,1.23273,1.23624,10.1,2.13,98957.1,165.65,0.95,-157.7,SL Hit,Loss,58m
3015,EURUSD,2022-08-05,New York,Friday,Buy,1.04124,1.0408,1.04234,1.04081,4.4,3.13,98826.3,137.72,0.95,-130.8,SL Hit,Loss,22m
3016,EURUSD,2022-08-05,London,Friday,Sell,1.09267,1.09358,1.0904,1.09356,9.1,1.52,98696.4,138.32,0.94,-129.9,SL Hit,Loss,48m
3017,XAUUSD,2022-08-05,New York,Friday,Buy,2066.74,2066.57,2067.26,2067.26,16.8,1.32,99114.22,221.76,3.1,417.82,TP1 (1:3),Win,1h 2m
3018,USDCAD,2022-08-05,London,Friday,Buy,1.31837,1.31732,1.321,1.31734,10.5,2.01,98962.9,162.51,0.93,-151.32,SL Hit,Loss,12m
3019,XAUUSD,2022-08-05,New York,Friday,Buy,2061.93,2061.77,2062.33,2061.77,16.1,1.32,98820.01,212.52,0.95,-142.89,SL Hit,Loss,48m
3020,GBPUSD,2022-08-05,London,Friday,Buy,1.22475,1.22359,1.22765,1.22362,11.6,1.35,98677.61,156.6,0.91,-142.4,SL Hit,Loss,32m
3021,USDCAD,2022-08-05,New York,Friday,Buy,1.33362,1.33286,1.33552,1.33289,7.6,2.65,98531.8,155.08,0.94,-145.81,SL Hit,Loss,32m
3022,EURUSD,2022-08-05,New York,Friday,Sell,1.02597,1.02662,1.02391,1.02395,6.5,2.41,99027.73,156.65,3.17,495.93,TP1 (1:3),Win,1h 55m
3023,USDCAD,2022-08-08,London,Monday,Buy,1.23354,1.23254,1.2364,1.23638,10.0,2.06,99481.94,158.62,2.86,454.21,TP1 (1:3),Win,5h 30m
3024,USDCAD,2022-08-08,London,Monday,Sell,1.33152,1.33199,1.33035,1.33196,4.7,4.07,99344.94,147.29,0.93,-137.0,SL Hit,Loss,1h 22m
3025,GBPUSD,2022-08-08,New York,Monday,Buy,1.29543,1.29377,1.29958,1.29377,16.6,1.32,99223.85,219.12,0.98,-121.09,SL Hit,Loss,55m
3026,EURGBP,2022-08-08,London,Monday,Buy,0.87664,0.87619,0.87777,0.87619,4.5,2.81,99062.87,164.38,0.98,-160.98,SL Hit,Loss,1h 22m
3027,USDCAD,2022-08-08,London,Monday,Buy,1.28616,1.28568,1.28736,1.28569,4.8,3.93,98929.3,145.25,0.92,-133.57,SL Hit,Loss,27m
3028,EURUSD,2022-08-08,London,Monday,Buy,1.11758,1.11677,1.1196,1.11679,8.1,1.57,98804.48,127.17,0.98,-124.82,SL Hit,Loss,48m
3029,EURGBP,2022-08-08,New York,Monday,Buy,0.85721,0.85606,0.86008,0.85608,11.5,1.32,98649.03,197.34,0.94,-155.45,SL Hit,Loss,1h 5m
3030,XAUUSD,2022-08-08,New York,Monday,Sell,2045.39,2045.51,2045.1,2045.51,11.7,1.46,98484.84,170.82,0.96,-164.19,SL Hit,Loss,1h 22m
3031,USDCAD,2022-08-09,New York,Tuesday,Buy,1.33717,1.33665,1.33873,1.33717,5.2,4.04,98484.84,161.82,0.0,0.0,BE,,45m
3032,GBPUSD,2022-08-09,New York,Tuesday,Sell,1.22502,1.226,1.22257,1.226,9.8,1.32,98362.08,129.36,0.97,-122.76,SL Hit,Loss,48m
3033,GBPUSD,2022-08-09,London,Tuesday,Sell,1.30981,1.31092,1.30703,1.3109,11.1,1.32,98235.32,146.52,0.94,-126.76,SL Hit,Loss,32m
3034,GBPUSD,2022-08-09,London,Tuesday,Buy,1.21323,1.21263,1.21504,1.215,6.0,2.47,98683.28,148.2,3.02,447.96,TP1 (1:3),Win,7h 5m
3035,GBPUSD,2022-08-09,London,Tuesday,Buy,1.2901,1.28911,1.29258,1.28912,9.9,1.84,98515.62,182.16,0.92,-167.66,SL Hit,Loss,27m
3036,USDCAD,2022-08-09,New York,Tuesday,Buy,1.22692,1.22557,1.23029,1.22557,13.5,1.32,98395.34,137.21,0.96,-120.28,SL Hit,Loss,1h 5m
3037,EURGBP,2022-08-09,New York,Tuesday,Buy,0.86389,0.8633,0.86537,0.86331,5.9,1.98,98249.47,151.87,0.96,-145.87,SL Hit,Loss,32m
3038,XAUUSD,2022-08-09,London,Tuesday,Sell,1909.51,1909.56,1909.39,1909.56,4.9,3.39,98095.07,166.11,0.93,-154.4,SL Hit,Loss,22m
3039,EURGBP,2022-08-11,New York,Thursday,Buy,0.88248,0.88123,0.88623,0.88248,12.5,1.32,98095.07,144.86,0.0,0.0,BE,,1h 30m
3040,EURUSD,2022-08-11,London,Thursday,Sell,1.0974,1.09864,1.09368,1.0974,12.4,1.32,98095.07,142.39,0.0,0.0,BE,,1h 10m
3041,EURUSD,2022-08-11,London,Thursday,Sell,1.09655,1.09716,1.09472,1.09655,6.1,2.26,98095.07,137.81,0.0,0.0,BE,,1h 30m
3042,EURUSD,2022-08-11,London,Thursday,Sell,1.04882,1.04967,1.0467,1.04967,8.5,1.62,97964.37,137.7,0.95,-130.7,SL Hit,Loss,22m
3043,EURUSD,2022-08-11,London,Thursday,Buy,1.064,1.06357,1.06529,1.064,4.3,3.86,97964.37,165.96,0.0,0.0,BE,,2h 5m
3044,USDCAD,2022-08-11,London,Thursday,Sell,1.2101,1.21151,1.20587,1.2101,14.1,1.34,97964.37,145.39,0.0,0.0,BE,,45m
3045,GBPUSD,2022-08-11,New York,Thursday,Sell,1.23653,1.23758,1.2339,1.23756,10.5,1.55,97806.24,162.75,0.97,-158.13,SL Hit,Loss,40m
3046,XAUUSD,2022-08-11,New York,Thursday,Sell,1800.19,1800.24,1800.03,1800.03,5.3,2.43,98194.23,128.79,3.01,387.99,TP1 (1:3),Win,8h 5m
3047,GBPUSD,2022-08-11,London,Thursday,Buy,1.29917,1.29845,1.30097,1.29846,7.2,2.21,98036.98,159.12,0.99,-157.25,SL Hit,Loss,35m
3048,EURGBP,2022-08-12,London,Friday,Buy,0.88757,0.88691,0.88922,0.88691,6.6,1.67,97903.91,143.29,0.93,-133.07,SL Hit,Loss,48m
3049,EURUSD,2022-08-12,New York,Friday,Buy,1.11339,1.11219,1.11639,1.11222,12.0,1.32,97766.36,158.4,0.97,-137.55,SL Hit,Loss,22m
3050,EURUSD,2022-08-12,London,Friday,Sell,1.07115,1.07241,1.068,1.07241,12.6,1.32,97617.67,166.32,0.94,-148.69,SL Hit,Loss,27m
3051,GBPUSD,2022-08-12,New York,Friday,Sell,1.29303,1.2946,1.2891,1.29458,15.7,1.32,97497.26,207.24,0.95,-120.41,SL Hit,Loss,40m
3052,EURUSD,2022-08-12,London,Friday,Sell,1.05247,1.05348,1.04994,1.05347,10.1,1.58,97347.13,159.58,0.94,-150.13,SL Hit,Loss,58m
3053,USDCAD,2022-08-12,London,Friday,Buy,1.23549,1.23451,1.23853,1.2385,9.8,1.75,97756.4,132.06,3.1,409.27,TP1 (1:3),Win,2h 30m
3054,USDCAD,2022-08-12,London,Friday,Sell,1.29381,1.29541,1.28981,1.2954,16.0,1.4,97590.73,172.48,0.96,-165.67,SL Hit,Loss,12m
3055,GBPUSD,2022-08-12,New York,Friday,Buy,1.24782,1.24678,1.25042,1.24679,10.4,1.43,97447.63,148.72,0.96,-143.1,SL Hit,Loss,1h 5m
3056,GBPUSD,2022-08-12,London,Friday,Buy,1.2285,1.22799,1.22977,1.228,5.1,3.37,97288.0,171.87,0.93,-159.63,SL Hit,Loss,1h 5m
3057,GBPUSD,2022-08-15,New York,Monday,Sell,1.26785,1.26834,1.26662,1.26834,4.9,2.93,97154.38,143.57,0.93,-133.62,SL Hit,Loss,1h 5m
3058,USDCAD,2022-08-15,New York,Monday,Buy,1.29495,1.29383,1.29775,1.29383,11.2,1.65,97020.63,142.3,0.94,-133.75,SL Hit,Loss,40m
3059,GBPUSD,2022-08-15,New York,Monday,Buy,1.29337,1.29197,1.29687,1.29199,14.0,1.32,96868.31,184.8,0.94,-152.32,SL Hit,Loss,22m
3060,USDCAD,2022-08-15,London,Monday,Sell,1.22211,1.22293,1.22006,1.22291,8.2,2.35,96733.2,148.38,0.91,-135.11,SL Hit,Loss,22m
3061,XAUUSD,2022-08-15,London,Monday,Buy,2014.24,2014.15,2014.47,2014.15,9.2,1.47,96605.79,135.24,0.94,-127.41,SL Hit,Loss,55m
3062,EURGBP,2022-08-15,London,Monday,Sell,0.86569,0.86618,0.86446,0.86616,4.9,1.95,96483.06,124.22,0.99,-122.73,SL Hit,Loss,1h 22m
3063,EURUSD,2022-08-15,New York,Monday,Sell,1.04269,1.04317,1.04149,1.04316,4.8,3.14,96344.4,150.72,0.92,-138.66,SL Hit,Loss,58m
3064,XAUUSD,2022-08-15,London,Monday,Buy,1841.17,1841.0,1841.59,1841.0,16.9,1.32,96217.76,223.08,0.95,-126.64,SL Hit,Loss,32m
3065,EURGBP,2022-08-15,London,Monday,Buy,0.87858,0.87707,0.88236,0.8771,15.1,1.32,96093.59,259.12,0.94,-124.17,SL Hit,Loss,32m
3066,GBPUSD,2022-08-15,New York,Monday,Sell,1.24965,1.2506,1.24727,1.25057,9.5,1.39,95969.72,132.05,0.94,-123.87,SL Hit,Loss,18m
3067,EURUSD,2022-08-16,New York,Tuesday,Sell,1.05403,1.05459,1.05263,1.05458,5.6,2.61,95832.38,146.16,0.94,-137.34,SL Hit,Loss,48m
3068,XAUUSD,2022-08-16,New York,Tuesday,Sell,1878.42,1878.56,1878.06,1878.56,14.3,1.32,95686.98,188.76,0.96,-145.4,SL Hit,Loss,58m
3069,GBPUSD,2022-08-16,London,Tuesday,Buy,1.24123,1.23994,1.24507,1.24504,12.9,1.32,96086.44,170.28,2.98,399.46,TP1 (1:3),Win,6h 10m
3070,XAUUSD,2022-08-16,London,Tuesday,Buy,1957.24,1957.15,1957.51,1957.51,9.3,1.75,96560.66,162.75,2.92,474.22,TP1 (1:3),Win,2h 30m
3071,GBPUSD,2022-08-16,London,Tuesday,Buy,1.29757,1.29676,1.29959,1.29676,8.1,1.65,96431.08,133.65,0.97,-129.58,SL Hit,Loss,40m
3072,EURGBP,2022-08-16,London,Tuesday,Sell,0.88634,0.88722,0.88414,0.88719,8.8,1.32,96296.31,151.01,0.98,-134.77,SL Hit,Loss,27m
3073,XAUUSD,2022-08-16,New York,Tuesday,Buy,2081.86,2081.79,2082.08,2082.08,7.2,1.61,96653.97,115.92,3.08,357.66,TP1 (1:3),Win,6h 10m
3074,GBPUSD,2022-08-16,London,Tuesday,Buy,1.25494,1.25422,1.25674,1.25424,7.2,1.87,96523.08,134.64,0.97,-130.89,SL Hit,Loss,27m
3075,XAUUSD,2022-08-16,London,Tuesday,Buy,1859.42,1859.28,1859.77,1859.28,13.9,1.32,96382.76,183.48,0.91,-140.32,SL Hit,Loss,48m
3076,EURGBP,2022-08-17,London,Wednesday,Buy,0.83428,0.83341,0.83646,0.83342,8.7,1.64,96214.02,185.48,0.91,-168.74,SL Hit,Loss,35m
3077,GBPUSD,2022-08-17,New York,Wednesday,Sell,1.23803,1.23955,1.23306,1.2331,15.2,1.32,96629.88,200.64,3.27,415.86,TP1 (1:3),Win,4h 20m
3078,XAUUSD,2022-08-17,New York,Wednesday,Sell,1822.97,1823.12,1822.6,1823.12,14.8,1.32,96474.56,195.36,0.93,-155.32,SL Hit,Loss,12m
3079,GBPUSD,2022-08-17,New York,Wednesday,Sell,1.27894,1.27943,1.27771,1.27942,4.9,2.68,96347.11,131.32,0.97,-127.45,SL Hit,Loss,55m
3080,GBPUSD,2022-08-17,London,Wednesday,Buy,1.27075,1.26978,1.27317,1.26978,9.7,1.53,96203.09,148.41,0.97,-144.02,SL Hit,Loss,12m
3081,USDCAD,2022-08-17,New York,Wednesday,Buy,1.31775,1.31632,1.32133,1.31634,14.3,1.32,96079.46,145.35,0.97,-123.63,SL Hit,Loss,12m
3082,EURUSD,2022-08-17,New York,Wednesday,Buy,1.11653,1.116,1.11786,1.11601,5.3,3.31,95914.44,175.43,0.94,-165.02,SL Hit,Loss,1h 22m
3083,USDCAD,2022-08-17,New York,Wednesday,Buy,1.2339,1.23237,1.23772,1.2324,15.3,1.32,95768.27,155.51,0.96,-146.17,SL Hit,Loss,22m
3084,XAUUSD,2022-08-17,London,Wednesday,Buy,1823.42,1823.31,1823.75,1823.75,11.0,1.51,96268.82,166.1,3.01,500.55,TP1 (1:3),Win,2h 15m
3085,GBPUSD,2022-08-18,New York,Thursday,Sell,1.21176,1.21248,1.2096,1.21176,7.2,2.01,96268.82,144.5,0.0,0.0,BE,,1h 30m
3086,GBPUSD,2022-08-18,New York,Thursday,Sell,1.27104,1.27259,1.26619,1.2662,15.5,1.32,96656.19,204.6,3.13,387.37,TP1 (1:3),Win,4h 20m
3087,USDCAD,2022-08-18,New York,Thursday,Sell,1.30502,1.3062,1.30166,1.30166,11.8,1.85,97135.49,168.09,2.85,479.3,TP1 (1:3),Win,1h 55m
3088,EURGBP,2022-08-18,New York,Thursday,Sell,0.84194,0.84264,0.84019,0.84264,7.0,1.49,97008.45,135.59,0.94,-127.04,SL Hit,Loss,27m
3089,EURGBP,2022-08-18,London,Thursday,Buy,0.87564,0.87424,0.88023,0.88019,14.0,1.32,97460.91,240.24,3.28,452.46,TP1 (1:3),Win,8h 5m
3090,EURUSD,2022-08-18,London,Thursday,Buy,1.06239,1.06126,1.06578,1.06239,11.3,1.32,97460.91,133.43,0.0,0.0,BE,,2h 5m
3091,EURGBP,2022-08-18,London,Thursday,Buy,0.87925,0.87824,0.88177,0.87826,10.1,1.32,97331.11,173.32,0.94,-129.8,SL Hit,Loss,35m
3092,GBPUSD,2022-08-18,New York,Thursday,Buy,1.28447,1.28339,1.28774,1.2877,10.8,1.32,97682.42,142.56,3.03,351.31,TP1 (1:3),Win,1h 48m
3093,EURUSD,2022-08-18,London,Thursday,Sell,1.11408,1.11484,1.11218,1.11483,7.6,1.87,97547.31,142.12,0.95,-135.11,SL Hit,Loss,40m
3094,EURGBP,2022-08-18,New York,Thursday,Sell,0.8344,0.83487,0.83322,0.83485,4.7,2.5,97405.32,152.75,0.93,-141.99,SL Hit,Loss,18m
3095,XAUUSD,2022-08-19,New York,Friday,Sell,1833.33,1833.46,1832.9,1832.9,13.1,1.32,97808.06,172.92,3.26,402.74,TP1 (1:3),Win,6h 10m
3096,GBPUSD,2022-08-19,New York,Friday,Buy,1.24959,1.24881,1.25186,1.25185,7.8,1.71,98195.91,133.38,2.91,387.85,TP1 (1:3),Win,1h 48m
3097,EURUSD,2022-08-19,New York,Friday,Buy,1.07574,1.07411,1.07981,1.07411,16.3,1.32,98059.74,215.16,0.94,-136.17,SL Hit,Loss,45m
3098,GBPUSD,2022-08-19,London,Friday,Sell,1.23483,1.23624,1.23131,1.23621,14.1,1.32,97905.51,186.12,0.93,-154.23,SL Hit,Loss,48m
3099,EURGBP,2022-08-19,New York,Friday,Buy,0.86754,0.86669,0.87017,0.87013,8.5,1.32,98288.45,145.86,3.09,382.94,TP1 (1:3),Win,7h 5m
3100,USDCAD,2022-08-19,New York,Friday,Sell,1.21932,1.21976,1.21803,1.21804,4.4,4.2,98706.57,142.3,2.94,418.12,TP1 (1:3),Win,3h 22m
3101,EURGBP,2022-08-19,New York,Friday,Buy,0.85021,0.8489,0.85411,0.85407,13.1,1.32,99080.58,224.8,2.98,374.01,TP1 (1:3),Win,1h 2m
3102,USDCAD,2022-08-19,London,Friday,Buy,1.323,1.32186,1.32642,1.323,11.4,1.6,99080.58,140.27,0.0,0.0,BE,,3h 0m
3103,EURUSD,2022-08-22,New York,Monday,Sell,1.04106,1.04161,1.03969,1.04158,5.5,2.82,98931.46,155.1,0.96,-149.12,SL Hit,Loss,27m
3104,USDCAD,2022-08-22,London,Monday,Sell,1.27003,1.2711,1.26736,1.27109,10.7,2.18,98764.13,179.61,0.93,-167.33,SL Hit,Loss,1h 22m
3105,XAUUSD,2022-08-22,London,Monday,Buy,2095.82,2095.74,2096.02,2095.74,8.0,1.98,98618.37,158.4,0.92,-145.76,SL Hit,Loss,12m
3106,XAUUSD,2022-08-22,London,Monday,Sell,1952.78,1952.85,1952.56,1952.56,7.4,1.99,99063.02,147.26,3.02,444.65,TP1 (1:3),Win,5h 30m
3107,GBPUSD,2022-08-22,London,Monday,Sell,1.23544,1.23683,1.23197,1.23681,13.9,1.32,98941.04,183.48,0.93,-121.98,SL Hit,Loss,48m
3108,GBPUSD,2022-08-22,New York,Monday,Sell,1.21182,1.21314,1.20852,1.21314,13.2,1.32,98789.37,174.24,0.98,-151.67,SL Hit,Loss,58m
3109,GBPUSD,2022-08-22,New York,Monday,Sell,1.2288,1.2296,1.2268,1.22959,8.0,1.8,98649.51,144.0,0.97,-139.86,SL Hit,Loss,12m
3110,EURUSD,2022-08-22,London,Monday,Buy,1.07145,1.0708,1.07308,1.0708,6.5,2.09,98516.46,135.85,0.98,-133.05,SL Hit,Loss,55m
3111,USDCAD,2022-08-22,New York,Monday,Buy,1.24667,1.24611,1.24835,1.24667,5.6,4.0,98516.46,172.43,0.0,0.0,BE,,1h 30m
3112,XAUUSD,2022-08-23,London,Tuesday,Sell,1963.94,1964.11,1963.52,1964.11,16.8,1.32,98352.52,221.76,0.94,-163.94,SL Hit,Loss,58m
3113,USDCAD,2022-08-23,London,Tuesday,Sell,1.26674,1.26745,1.26496,1.26743,7.1,3.1,98196.54,169.48,0.92,-155.98,SL Hit,Loss,27m
3114,EURGBP,2022-08-23,New York,Tuesday,Sell,0.87748,0.87866,0.87453,0.87864,11.8,1.32,98061.01,202.49,0.97,-135.53,SL Hit,Loss,55m
3115,USDCAD,2022-08-23,New York,Tuesday,Buy,1.19823,1.19761,1.19978,1.19762,6.2,2.72,97940.46,129.85,0.93,-120.55,SL Hit,Loss,58m
3116,XAUUSD,2022-08-23,London,Tuesday,Buy,1842.41,1842.35,1842.59,1842.59,6.2,1.92,98293.35,119.04,2.97,352.89,TP1 (1:3),Win,8h 5m
3117,EURUSD,2022-08-23,New York,Tuesday,Buy,1.05462,1.05335,1.05871,1.0587,12.7,1.32,98692.98,167.64,3.22,399.63,TP1 (1:3),Win,6h 10m
